0	1
0.019217	1
0.038442	1
0.05832	1
0.077986	1
0.098045	1
0.117582	1
0.137081	1
0.157027	1
4.26293	1
4.28294	1
4.30264	1
4.32285	1
4.79937	2
4.81942	2
4.83938	2
4.85943	2
4.87939	2
4.89949	2
5.19561	3
5.21526	3
5.23519	3
5.63064	4
5.65065	4
5.67088	4
5.75059	5
6.64059	6
6.66057	6
6.68058	6
6.70056	6
6.72056	6
6.74	6
6.76031	6
7.12201	7
7.14218	7
7.16201	7
7.45852	8
7.47886	8
7.49885	8
7.51894	8
7.53891	8
7.55905	8
7.57926	8
7.89643	9
7.91629	9
7.93564	9
7.95556	9
7.9755	9
7.99512	9
8.01522	9
11.8902	10
11.9098	10
11.9298	10
11.9492	10
11.9687	10
11.9885	10
12.0085	10
12.0286	10
12.0488	10
12.0681	10
12.0876	10
12.1075	10
12.1279	10
12.1474	10
12.1672	10
12.1874	10
12.207	10
